1,15
2,20
3,32
4,39
5,48
6,56
7,65
8,73
9,82
10,90
11,99
12,107
13,116
14,124
15,133
16,141
17,150
18,158
19,167
20,175
21,184
22,192
23,201
24,209
25,218
26,226
27,235
28,243
29,252
30,260
31,269
32,277
33,286
34,294
35,303
36,311
37,320
38,328
39,337
40,345
41,354
42,362
43,371
44,379
45,388
46,396
47,405
48,413
49,422
50,430
51,439
52,447
53,456
54,464
55,473
56,481
57,490
58,498
59,507
60,515
61,524
62,532
63,541
64,549
65,558
66,566
67,575
68,583
69,592
70,600
71,609
72,617
73,626
74,634
75,643
76,651
77,660
78,668
79,677
80,685
81,694
82,702
83,711
84,719
85,728
86,736
87,745
88,753
89,762
90,770
91,779
92,787
93,796
94,804
95,813
96,821
97,830
98,838
99,847
100,855
101,864
102,872
103,881
104,889
105,898
106,906
107,915
108,923
109,932
110,940
111,949
112,957
113,966
114,974
115,983
116,991
117,1000
118,1008
119,1017
120,1025
121,1034
122,1042
123,1051
124,1059
125,1068
126,1076
127,1085
128,1093
129,1102
130,1110
131,1119
132,1127
133,1136
134,1144
135,1153
136,1161
137,1170
138,1178
139,1187
140,1195
141,1204
142,1212
143,1221
144,1229
145,1238
146,1246
147,1255
148,1263
149,1272
150,1280
151,1289
152,1297
153,1306
154,1314
155,1323
156,1331
157,1340
158,1348
159,1357
160,1365
161,1374
162,1382
163,1391
164,1399
165,1408
166,1416
167,1424
168,1433
169,1441
170,1450
171,1458
172,1467
173,1475
174,1484
175,1492
176,1501
177,1509
178,1518
179,1526
180,1535
181,1543
182,1552
183,1560
184,1569
185,1577
186,1586
187,1594
188,1603
189,1611
190,1620
191,1628
192,1637
193,1645
194,1654
195,1662
196,1671
197,1679
198,1688
199,1696
200,1705
201,1713
202,1722
203,1730
204,1739
205,1747
206,1756
207,1764
208,1773
209,1781
210,1790
211,1798
212,1807
213,1815
214,1824
215,1832
216,1841
217,1849
218,1858
219,1866
220,1875
221,1883
222,1892
223,1900
224,1909
225,1917
226,1926
227,1934
228,1943
229,1951
230,1960
231,1968
232,1977
233,1985
234,1994
235,2002
236,2011
237,2019
238,2028
239,2036
240,2045
241,2053
242,2062
243,2070
244,2079
245,2087
246,2096
247,2104
248,2113
249,2121
250,2130
251,2138
252,2147
253,2155
254,2164
255,2172
256,2181
257,2189
258,2198
259,2206
260,2215
261,2223
262,2232
263,2240
264,2249
265,2257
266,2266
267,2274
268,2283
269,2291
270,2300
271,2308
272,2317
273,2325
274,2334
275,2342
276,2351
277,2359
278,2368
279,2376
280,2385
281,2393
282,2402
283,2410
284,2419
285,2427
286,2436
287,2444
288,2453
289,2461
290,2470
291,2478
292,2487
293,2495
294,2504
295,2512
296,2521
297,2529
298,2538
299,2546
300,2555
301,2563
302,2572
303,2580
304,2589
305,2597
306,2606
307,2614
308,2623
309,2631
310,2640
311,2648
312,2657
313,2665
314,2674
315,2682
316,2691
317,2699
318,2708
319,2716
320,2725
321,2733
322,2742
323,2750
324,2759
325,2767
326,2776
327,2784
328,2793
329,2801
330,2810
331,2818
332,2827
333,2835
334,2844
335,2852
336,2861
337,2869
338,2878
339,2886
340,2895
341,2903
342,2912
343,2920
344,2929
345,2937
346,2946
347,2954
348,2963
349,2971
350,2980
351,2988
352,2997
353,3005
354,3014
355,3022
356,3031
357,3039
358,3048
359,3056
360,3065
361,3073
362,3082
363,3090
364,3099
365,3107
366,3116
367,3124
368,3133
369,3141
370,3150
371,3158
372,3167
373,3175
374,3184
375,3192
376,3201
377,3209
378,3218
379,3226
380,3235
381,3243
382,3252
383,3260
384,3269
385,3277
386,3286
387,3294
388,3303
389,3311
390,3320
391,3328
392,3337
393,3345
394,3354
395,3362
396,3371
397,3379
398,3388
399,3396
400,3405
401,3413
402,3422
403,3430
404,3439
405,3447
406,3456
407,3464
408,3473
409,3481
410,3490
411,3498
412,3507
413,3515
414,3524
415,3532
416,3541
417,3549
418,3558
419,3566
420,3575
421,3583
422,3592
423,3600
424,3609
425,3617
426,3626
427,3634
428,3643
429,3651
430,3660
431,3668
432,3677
433,3685
434,3694
435,3702
436,3711
437,3719
438,3728
439,3736
440,3745
441,3753
442,3762
443,3770
444,3779
445,3787
446,3796
447,3804
448,3813
449,3821
450,3830
451,3838
452,3847
453,3855
454,3864
455,3872
456,3881
457,3889
458,3898
459,3906
460,3915
461,3923
462,3932
463,3940
464,3949
465,3957
466,3965
467,3974
468,3982
469,3991
470,3999
471,4008
472,4016
473,4025
474,4033
475,4042
476,4050
477,4059
478,4067
479,4076
480,4084
481,4093
482,4101
483,4110
484,4118
485,4127
486,4135
487,4144
488,4152
489,4161
490,4169
491,4178
492,4186
493,4195
494,4203
495,4212
496,4220
497,4229
498,4237
499,4246
500,4254
501,4263
502,4271
503,4280
504,4288
505,4297
506,4305
507,4314
508,4322
509,4331
510,4339
511,4348
512,4356
513,4365
514,4373
515,4382
516,4390
517,4399
518,4407
519,4416
520,4424
521,4433
522,4441
523,4450
524,4458
525,4467
526,4475
527,4484
528,4492
529,4501
530,4509
531,4518
532,4526
533,4535
534,4543
535,4552
536,4560
537,4569
538,4577
539,4586
540,4594
541,4603
542,4611
543,4620
544,4628
545,4637
546,4645
547,4654
548,4662
549,4671
550,4679
551,4688
552,4696
553,4705
554,4713
555,4722
556,4730
557,4739
558,4747
559,4756
560,4764
561,4773
562,4781
563,4790
564,4798
565,4807
566,4815
567,4824
568,4832
569,4841
570,4849
571,4858
572,4866
573,4875
574,4883
575,4892
576,4900
577,4909
578,4917
579,4926
580,4934
581,4943
582,4951
583,4960
584,4968
585,4977
586,4985
587,4994
588,5002
589,5011
590,5019
591,5028
592,5036
593,5045
594,5053
595,5062
596,5070
597,5079
598,5087
599,5096
600,5104
601,5113
602,5121
603,5130
604,5138
605,5147
606,5155
607,5164
608,5172
609,5181
610,5189
611,5198
612,5206
613,5215
614,5223
615,5232
616,5240
617,5249
618,5257
619,5266
620,5274
621,5283
622,5291
623,5300
624,5308
625,5317
626,5325
627,5334
628,5342
629,5351
630,5359
